target_id,domain,original_url,clean_url,strategy,provider,proxy_type,proxy_country,attempt_number,strategy_rank,selection_reason,predicted_score,start_timestamp,elapsed_ms,http_status,final_url,response_classification,response_bytes,upload_bytes,download_bytes,acquisition_success,error_code,error_message,extracted_product_name,extracted_product_id,extracted_price,extracted_availability,product_correct,required_fields_present,location_correct,fully_validated,cost_type,rate_per_gb,estimated_cost,outcome_status,cumulative_target_cost,fallback_used
N02-011,Purplle,https://www.purplle.com/product/faces-canada-comfy-matte-lip-color-comfortable-10-hours-longstay-matte-finish-almond-oil-and-vitamin-e-infused-never-down-05-3ml-67-25-15,https://www.purplle.com/product/faces-canada-comfy-matte-lip-color-comfortable-10-hours-longstay-matte-finish-almond-oil-and-vitamin-e-infused-never-down-05-3ml-67-25-15,Context.dev,Context.dev,None,IN,1,1,Fast API candidate for Purplle,0.85,2026-09-10T16:41:57.469920+00:00,618,429,https://www.purplle.com/product/faces-canada-comfy-matte-lip-color-comfortable-10-hours-longstay-matte-finish-almond-oil-and-vitamin-e-infused-never-down-05-3ml-67-25-15,VALIDATION_FAILED,273,369,273,False,NONE,HTTP status 429,,faces-canada-comfy-matte-lip-color-comfortable-10-hours-longstay-matte-finish-almond-oil-and-vitamin-e-infused-never-down-05-3ml-67-25-15,,,False,False,True,False,cost_unavailable,,0.0,VALIDATION_FAILED,0.0,False
N02-011,Purplle,https://www.purplle.com/product/faces-canada-comfy-matte-lip-color-comfortable-10-hours-longstay-matte-finish-almond-oil-and-vitamin-e-infused-never-down-05-3ml-67-25-15,https://www.purplle.com/product/faces-canada-comfy-matte-lip-color-comfortable-10-hours-longstay-matte-finish-almond-oil-and-vitamin-e-infused-never-down-05-3ml-67-25-15,String,String,None,IN,2,2,Primary API fallback,0.5,2026-09-10T16:41:58.089685+00:00,2769,200,https://www.purplle.com/product/faces-canada-comfy-matte-lip-color-comfortable-10-hours-longstay-matte-finish-almond-oil-and-vitamin-e-infused-never-down-05-3ml-67-25-15,VALIDATED,379709,369,379709,True,NONE,None,"Faces CanadaComfy Matte Liquid Lipstick - Never Mind, 3 ml | Comfortable 10HR Longstay | Intense Matte Color | Almond Oil & Vitamin E Infused | Super Smooth | No Dryness | No Alcohol",faces-canada-comfy-matte-lip-color-comfortable-10-hours-longstay-matte-finish-almond-oil-and-vitamin-e-infused-never-down-05-3ml-67-25-15,,InStock,True,True,True,True,cost_unavailable,,0.0,SUCCESS,0.0,True
N02-012,Purplle,https://www.purplle.com/product/ny-bae-matte-skeyeliner-4-ml,https://www.purplle.com/product/ny-bae-matte-skeyeliner-4-ml,Context.dev,Context.dev,None,IN,1,1,Fast API candidate for Purplle,0.85,2026-09-10T16:41:57.677578+00:00,596,429,https://www.purplle.com/product/ny-bae-matte-skeyeliner-4-ml,VALIDATION_FAILED,273,260,273,False,NONE,HTTP status 429,,ny-bae-matte-skeyeliner-4-ml,,,False,False,True,False,cost_unavailable,,0.0,VALIDATION_FAILED,0.0,False
N02-012,Purplle,https://www.purplle.com/product/ny-bae-matte-skeyeliner-4-ml,https://www.purplle.com/product/ny-bae-matte-skeyeliner-4-ml,String,String,None,IN,2,2,Primary API fallback,0.5,2026-09-10T16:41:58.274870+00:00,2835,200,https://www.purplle.com/product/ny-bae-matte-skeyeliner-4-ml,VALIDATED,337923,260,337923,True,NONE,None,NY BaeSkeyeliner - Matte (5 ml) | Liquid Black Eyeliner | Intense Pigment | Long Lasting | Smudgeproof | Precise Application | Beginner Friendly,ny-bae-matte-skeyeliner-4-ml,,InStock,True,True,True,True,cost_unavailable,,0.0,SUCCESS,0.0,True
N02-013,Purplle,https://www.purplle.com/product/ny-bae-kajal-blister-pack-0-25-gm,https://www.purplle.com/product/ny-bae-kajal-blister-pack-0-25-gm,Context.dev,Context.dev,None,IN,1,1,Fast API candidate for Purplle,0.85,2026-09-10T16:42:00.909494+00:00,3108,200,https://www.purplle.com/product/ny-bae-kajal-blister-pack-0-25-gm,VALIDATED,370916,265,370916,True,NONE,None,NY BaeThe Big Apple Of My Eyes Kohl Kajal - Black (0.30 gm) | Eyeliner | Water proof | Smudgeproof | Kajal Pencil | Jet Black | Smokey Eye | Eye Makeup | Eyeshadow,ny-bae-kajal-blister-pack-0-25-gm,,InStock,True,True,True,True,cost_unavailable,,0.0,SUCCESS,0.0,False
N02-014,Purplle,https://www.purplle.com/product/mars-double-trouble-mascara-11-47-10-50,https://www.purplle.com/product/mars-double-trouble-mascara-11-47-10-50,Context.dev,Context.dev,None,IN,1,1,Fast API candidate for Purplle,0.85,2026-09-10T16:42:01.154224+00:00,3940,200,https://www.purplle.com/product/mars-double-trouble-mascara-11-47-10-50,VALIDATED,351608,271,351608,True,NONE,None,MARSDouble Trouble Volumizing and Lengthening Mascara | 2-in-1 Mascara for Women | Long Lasting (15 ml) (Black),mars-double-trouble-mascara-11-47-10-50,,InStock,True,True,True,True,cost_unavailable,,0.0,SUCCESS,0.0,False
N02-015,Purplle,https://www.purplle.com/product/ny-bae-kajal-twin-pack,https://www.purplle.com/product/ny-bae-kajal-twin-pack,Context.dev,Context.dev,None,IN,1,1,Fast API candidate for Purplle,0.85,2026-09-10T16:42:01.665174+00:00,3393,200,https://www.purplle.com/product/ny-bae-kajal-twin-pack,VALIDATED,354950,254,354950,True,NONE,None,NY BaeThe Big Apple of My Eye Kajal | Twin Pack | Waterproof | Smudgeproof | Black Twin Pack - Twin Pack - Pack of 2 Net Wt: 0.30*2N,ny-bae-kajal-twin-pack,,InStock,True,True,True,True,cost_unavailable,,0.0,SUCCESS,0.0,False
N02-016,Purplle,https://www.purplle.com/product/mars-dance-with-joy-eyeshadow-palette-02-15,https://www.purplle.com/product/mars-dance-with-joy-eyeshadow-palette-02-15,Context.dev,Context.dev,None,IN,1,1,Fast API candidate for Purplle,0.85,2026-09-10T16:42:04.067890+00:00,3110,200,https://www.purplle.com/product/mars-dance-with-joy-eyeshadow-palette-02-15,VALIDATED,369993,275,369993,True,NONE,None,MARS12 Shades Dance of Joy Eyeshadow Palette | Highly Pigmented and Blendable | Multicolor | Matte and Shimmer Finish (13.2 gm) (02-Multicolor),mars-dance-with-joy-eyeshadow-palette-02-15,,InStock,True,True,True,True,cost_unavailable,,0.0,SUCCESS,0.0,False
N02-017,Purplle,https://www.purplle.com/product/maybelline-ny-the-colossal-bold-eyeliner-the-archies-collection-black-3ml-12-41,https://www.purplle.com/product/maybelline-ny-the-colossal-bold-eyeliner-the-archies-collection-black-3ml-12-41,Context.dev,Context.dev,None,IN,1,1,Fast API candidate for Purplle,0.85,2026-09-10T16:42:04.477601+00:00,3315,200,https://www.purplle.com/product/maybelline-ny-the-colossal-bold-eyeliner-the-archies-collection-black-3ml-12-41,VALIDATED,360476,311,360476,True,NONE,None,"MaybellineNew York Colossal Bold Pencil Waterproof Eyeliner, Black, 3 ml, Matte Finish",maybelline-ny-the-colossal-bold-eyeliner-the-archies-collection-black-3ml-12-41,,InStock,True,True,True,True,cost_unavailable,,0.0,SUCCESS,0.0,False
N02-018,Purplle,https://www.purplle.com/product/mars-fabulash-mascara-50-15,https://www.purplle.com/product/mars-fabulash-mascara-50-15,Context.dev,Context.dev,None,IN,1,1,Fast API candidate for Purplle,0.85,2026-09-10T16:42:04.830136+00:00,3634,200,https://www.purplle.com/product/mars-fabulash-mascara-50-15,VALIDATED,345575,259,345575,True,NONE,None,MARSFabulash Volumising Mascara | Up to 18 Hours Stay | Waterproof with Intense Jet Black Color (12 ml) (Black),mars-fabulash-mascara-50-15,,InStock,True,True,True,True,cost_unavailable,,0.0,SUCCESS,0.0,False
N02-019,Purplle,https://www.purplle.com/product/blue-heaven-10x-volumising-mascara-black-8ml,https://www.purplle.com/product/blue-heaven-10x-volumising-mascara-black-8ml,Context.dev,Context.dev,None,IN,1,1,Fast API candidate for Purplle,0.85,2026-09-10T16:42:05.091155+00:00,4183,200,https://www.purplle.com/product/blue-heaven-10x-volumising-mascara-black-8ml,VALIDATED,338070,276,338070,True,NONE,None,"Blue Heaven10x Volumising Mascara, Black (8 ml)",blue-heaven-10x-volumising-mascara-black-8ml,,InStock,True,True,True,True,cost_unavailable,,0.0,SUCCESS,0.0,False
N02-020,Flipkart,https://www.flipkart.com/trahimam-embroidered-kurta-trouser-pant-dupatta-set/p/itmec462155487b8?pid=SWDHCGRZPMH7RMST&lid=LSTSWDHCGRZPMH7RMSTRGPGYS&marketplace=FLIPKART&store=clo%2Fcfv%2Fitg%2Ftys&srno=b_1_1&otracker=browse&fm=organic&iid=en_858HBdHbY_oM_kRSUWymPugSiog6mNS5bDdc90d-D2S89oaXY0TlgYWClgZhqzuK4_OM17Oa2lecKT2EukxjWL6r4ifWWvM5aqmxZfbztDrdFlebINeUXDekUqHLgtU-&ppt=clp&ppn=kurtasets25-at-store&ssid=1w57rd16v40000001789057609377&ov_redirect=true,https://www.flipkart.com/trahimam-embroidered-kurta-trouser-pant-dupatta-set/p/itmec462155487b8?pid=SWDHCGRZPMH7RMST,String,String,None,IN,1,1,High historical success rate for Flipkart,0.85,2026-09-10T16:42:05.099874+00:00,3644,200,https://www.flipkart.com/trahimam-embroidered-kurta-trouser-pant-dupatta-set/p/itmec462155487b8?pid=SWDHCGRZPMH7RMST,BLOCK_PAGE,1382484,316,1382484,False,ERR_BLOCK,None,"TRAHIMAM Embroidered Kurta, Trouser/Pant & Dupatta Set",SWDHCGRZPMH7RMST,,InStock,True,True,True,False,cost_unavailable,,0.0,ACQUISITION_FAILED,0.0,False
N02-020,Flipkart,https://www.flipkart.com/trahimam-embroidered-kurta-trouser-pant-dupatta-set/p/itmec462155487b8?pid=SWDHCGRZPMH7RMST&lid=LSTSWDHCGRZPMH7RMSTRGPGYS&marketplace=FLIPKART&store=clo%2Fcfv%2Fitg%2Ftys&srno=b_1_1&otracker=browse&fm=organic&iid=en_858HBdHbY_oM_kRSUWymPugSiog6mNS5bDdc90d-D2S89oaXY0TlgYWClgZhqzuK4_OM17Oa2lecKT2EukxjWL6r4ifWWvM5aqmxZfbztDrdFlebINeUXDekUqHLgtU-&ppt=clp&ppn=kurtasets25-at-store&ssid=1w57rd16v40000001789057609377&ov_redirect=true,https://www.flipkart.com/trahimam-embroidered-kurta-trouser-pant-dupatta-set/p/itmec462155487b8?pid=SWDHCGRZPMH7RMST,Scrapfly,Scrapfly,None,IN,2,2,Alternative API scraper fallback,0.5,2026-09-10T16:42:08.866524+00:00,4954,200,https://www.flipkart.com/trahimam-embroidered-kurta-trouser-pant-dupatta-set/p/itmec462155487b8?pid=SWDHCGRZPMH7RMST,BLOCK_PAGE,1382448,316,1382448,False,ERR_BLOCK,None,"TRAHIMAM Embroidered Kurta, Trouser/Pant & Dupatta Set",SWDHCGRZPMH7RMST,,InStock,True,True,True,False,cost_unavailable,,0.0,ACQUISITION_FAILED,0.0,True
N02-020,Flipkart,https://www.flipkart.com/trahimam-embroidered-kurta-trouser-pant-dupatta-set/p/itmec462155487b8?pid=SWDHCGRZPMH7RMST&lid=LSTSWDHCGRZPMH7RMSTRGPGYS&marketplace=FLIPKART&store=clo%2Fcfv%2Fitg%2Ftys&srno=b_1_1&otracker=browse&fm=organic&iid=en_858HBdHbY_oM_kRSUWymPugSiog6mNS5bDdc90d-D2S89oaXY0TlgYWClgZhqzuK4_OM17Oa2lecKT2EukxjWL6r4ifWWvM5aqmxZfbztDrdFlebINeUXDekUqHLgtU-&ppt=clp&ppn=kurtasets25-at-store&ssid=1w57rd16v40000001789057609377&ov_redirect=true,https://www.flipkart.com/trahimam-embroidered-kurta-trouser-pant-dupatta-set/p/itmec462155487b8?pid=SWDHCGRZPMH7RMST,GeoNode Res,Donut (Residential),Residential,IN,3,3,Residential browser rendering fallback,0.5,2026-09-10T16:42:13.887943+00:00,15492,200,https://www.flipkart.com/trahimam-embroidered-kurta-trouser-pant-dupatta-set/p/itmec462155487b8?pid=SWDHCGRZPMH7RMST,VALIDATION_FAILED,889985,37261,13695990,False,NONE,None,"TRAHIMAM Embroidered Kurta, Trouser/Pant & Dupatta Set",SWDHCGRZPMH7RMST,,InStock,True,True,True,False,estimated_browser_bandwidth_cost,0.57,0.00782795307,VALIDATION_FAILED,0.00782795307,True
N02-021,Flipkart,https://www.flipkart.com/visaru-women-kurta-pant-set/p/itm8a10f775a4776?pid=ETHHQBSTMS6NFPEH&lid=LSTETHHQBSTMS6NFPEH756KQN&marketplace=FLIPKART&store=clo%2Fcfv%2Fitg%2Ftys&srno=b_1_2&otracker=browse&fm=organic&iid=en_858HBdHbY_oM_kRSUWymPugSiog6mNS5bDdc90d-D2QpDR4oCWyUHQOAsMC1YA5AFmQv86iT0Di7ngwmkpbL4Ac4uk3KqHTtDWr7ZxT_MJpOHNOdWfNDGWMkoGaHwdtf&ppt=browse&ppn=browse&ssid=1w57rd16v40000001789057609377&ov_redirect=true,https://www.flipkart.com/visaru-women-kurta-pant-set/p/itm8a10f775a4776?pid=ETHHQBSTMS6NFPEH,String,String,None,IN,1,1,High historical success rate for Flipkart,0.85,2026-09-10T16:42:05.118941+00:00,4428,200,https://www.flipkart.com/visaru-women-kurta-pant-set/p/itm8a10f775a4776?pid=ETHHQBSTMS6NFPEH,BLOCK_PAGE,1141467,292,1141467,False,ERR_BLOCK,None,Visaru Women Viscose Rayon Kurta Pant Set,ETHHQBSTMS6NFPEH,,InStock,True,True,True,False,cost_unavailable,,0.0,ACQUISITION_FAILED,0.0,False
N02-021,Flipkart,https://www.flipkart.com/visaru-women-kurta-pant-set/p/itm8a10f775a4776?pid=ETHHQBSTMS6NFPEH&lid=LSTETHHQBSTMS6NFPEH756KQN&marketplace=FLIPKART&store=clo%2Fcfv%2Fitg%2Ftys&srno=b_1_2&otracker=browse&fm=organic&iid=en_858HBdHbY_oM_kRSUWymPugSiog6mNS5bDdc90d-D2QpDR4oCWyUHQOAsMC1YA5AFmQv86iT0Di7ngwmkpbL4Ac4uk3KqHTtDWr7ZxT_MJpOHNOdWfNDGWMkoGaHwdtf&ppt=browse&ppn=browse&ssid=1w57rd16v40000001789057609377&ov_redirect=true,https://www.flipkart.com/visaru-women-kurta-pant-set/p/itm8a10f775a4776?pid=ETHHQBSTMS6NFPEH,Scrapfly,Scrapfly,None,IN,2,2,Alternative API scraper fallback,0.5,2026-09-10T16:42:09.604725+00:00,5049,200,https://www.flipkart.com/visaru-women-kurta-pant-set/p/itm8a10f775a4776?pid=ETHHQBSTMS6NFPEH,BLOCK_PAGE,1141086,292,1141086,False,ERR_BLOCK,None,Visaru Women Viscose Rayon Kurta Pant Set,ETHHQBSTMS6NFPEH,,InStock,True,True,True,False,cost_unavailable,,0.0,ACQUISITION_FAILED,0.0,True
N02-021,Flipkart,https://www.flipkart.com/visaru-women-kurta-pant-set/p/itm8a10f775a4776?pid=ETHHQBSTMS6NFPEH&lid=LSTETHHQBSTMS6NFPEH756KQN&marketplace=FLIPKART&store=clo%2Fcfv%2Fitg%2Ftys&srno=b_1_2&otracker=browse&fm=organic&iid=en_858HBdHbY_oM_kRSUWymPugSiog6mNS5bDdc90d-D2QpDR4oCWyUHQOAsMC1YA5AFmQv86iT0Di7ngwmkpbL4Ac4uk3KqHTtDWr7ZxT_MJpOHNOdWfNDGWMkoGaHwdtf&ppt=browse&ppn=browse&ssid=1w57rd16v40000001789057609377&ov_redirect=true,https://www.flipkart.com/visaru-women-kurta-pant-set/p/itm8a10f775a4776?pid=ETHHQBSTMS6NFPEH,GeoNode Res,Donut (Residential),Residential,IN,3,3,Residential browser rendering fallback,0.5,2026-09-10T16:42:14.736507+00:00,11454,200,https://www.flipkart.com/visaru-women-kurta-pant-set/p/itm8a10f775a4776?pid=ETHHQBSTMS6NFPEH,VALIDATION_FAILED,616199,33223,12125236,False,NONE,None,Visaru Women Viscose Rayon Kurta Pant Set,ETHHQBSTMS6NFPEH,,InStock,True,True,True,False,estimated_browser_bandwidth_cost,0.57,0.00693032163,VALIDATION_FAILED,0.00693032163,True
N02-022,Flipkart,https://www.flipkart.com/berrylicious-women-kurta-pant-dupatta-set/p/itmd74f3967a808d?pid=ETHHQNMPHSYURZAG&lid=LSTETHHQNMPHSYURZAGGUPUX2&marketplace=FLIPKART&store=clo%2Fcfv%2Fitg%2Ftys&srno=b_1_3&otracker=browse&fm=organic&iid=en_858HBdHbY_oM_kRSUWymPugSiog6mNS5bDdc90d-D2RRnqESk0oiTI3jtqq5--xcqNY8MSpHybKpZC8tZfY_a5V8B4RAv8pJ7JIi8rSTT5HdFlebINeUXDekUqHLgtU-&ppt=browse&ppn=browse&ssid=1w57rd16v40000001789057609377&ov_redirect=true,https://www.flipkart.com/berrylicious-women-kurta-pant-dupatta-set/p/itmd74f3967a808d?pid=ETHHQNMPHSYURZAG,String,String,None,IN,1,1,High historical success rate for Flipkart,0.85,2026-09-10T16:42:05.841709+00:00,3624,200,https://www.flipkart.com/berrylicious-women-kurta-pant-dupatta-set/p/itmd74f3967a808d?pid=ETHHQNMPHSYURZAG,BLOCK_PAGE,1100311,306,1100311,False,ERR_BLOCK,None,berrylicious Women Chanderi Kurta Pant Dupatta Set,ETHHQNMPHSYURZAG,,InStock,True,True,True,False,cost_unavailable,,0.0,ACQUISITION_FAILED,0.0,False
N02-022,Flipkart,https://www.flipkart.com/berrylicious-women-kurta-pant-dupatta-set/p/itmd74f3967a808d?pid=ETHHQNMPHSYURZAG&lid=LSTETHHQNMPHSYURZAGGUPUX2&marketplace=FLIPKART&store=clo%2Fcfv%2Fitg%2Ftys&srno=b_1_3&otracker=browse&fm=organic&iid=en_858HBdHbY_oM_kRSUWymPugSiog6mNS5bDdc90d-D2RRnqESk0oiTI3jtqq5--xcqNY8MSpHybKpZC8tZfY_a5V8B4RAv8pJ7JIi8rSTT5HdFlebINeUXDekUqHLgtU-&ppt=browse&ppn=browse&ssid=1w57rd16v40000001789057609377&ov_redirect=true,https://www.flipkart.com/berrylicious-women-kurta-pant-dupatta-set/p/itmd74f3967a808d?pid=ETHHQNMPHSYURZAG,Scrapfly,Scrapfly,None,IN,2,2,Alternative API scraper fallback,0.5,2026-09-10T16:42:09.545574+00:00,6301,200,https://www.flipkart.com/berrylicious-women-kurta-pant-dupatta-set/p/itmd74f3967a808d?pid=ETHHQNMPHSYURZAG,BLOCK_PAGE,1099350,306,1099350,False,ERR_BLOCK,None,berrylicious Women Chanderi Kurta Pant Dupatta Set,ETHHQNMPHSYURZAG,,InStock,True,True,True,False,cost_unavailable,,0.0,ACQUISITION_FAILED,0.0,True
N02-022,Flipkart,https://www.flipkart.com/berrylicious-women-kurta-pant-dupatta-set/p/itmd74f3967a808d?pid=ETHHQNMPHSYURZAG&lid=LSTETHHQNMPHSYURZAGGUPUX2&marketplace=FLIPKART&store=clo%2Fcfv%2Fitg%2Ftys&srno=b_1_3&otracker=browse&fm=organic&iid=en_858HBdHbY_oM_kRSUWymPugSiog6mNS5bDdc90d-D2RRnqESk0oiTI3jtqq5--xcqNY8MSpHybKpZC8tZfY_a5V8B4RAv8pJ7JIi8rSTT5HdFlebINeUXDekUqHLgtU-&ppt=browse&ppn=browse&ssid=1w57rd16v40000001789057609377&ov_redirect=true,https://www.flipkart.com/berrylicious-women-kurta-pant-dupatta-set/p/itmd74f3967a808d?pid=ETHHQNMPHSYURZAG,GeoNode Res,Donut (Residential),Residential,IN,3,3,Residential browser rendering fallback,0.5,2026-09-10T16:42:15.925660+00:00,11180,200,https://www.flipkart.com/berrylicious-women-kurta-pant-dupatta-set/p/itmd74f3967a808d?pid=ETHHQNMPHSYURZAG,VALIDATION_FAILED,607587,26358,12173025,False,NONE,None,berrylicious Women Chanderi Kurta Pant Dupatta Set,ETHHQNMPHSYURZAG,,InStock,True,True,True,False,estimated_browser_bandwidth_cost,0.57,0.006953648309999999,VALIDATION_FAILED,0.006953648309999999,True
N02-023,Flipkart,https://www.flipkart.com/aesthetic-enterprise-embroidered-kurta-trouser-pant-dupatta-set/p/itm9f70fe8b7a6a8?pid=SWDHKMTFX3YAN8P5&lid=LSTSWDHKMTFX3YAN8P5XF05IP&marketplace=FLIPKART&store=clo%2Fcfv%2Fitg%2Ftys&srno=b_1_4&otracker=browse&fm=organic&iid=fc19e03c-e4ad-4dbc-ad21-aae4eda08ecc.SWDHKMTFX3YAN8P5.SEARCH&ppt=browse&ppn=browse&ssid=1w57rd16v40000001789057609377&ov_redirect=true,https://www.flipkart.com/aesthetic-enterprise-embroidered-kurta-trouser-pant-dupatta-set/p/itm9f70fe8b7a6a8?pid=SWDHKMTFX3YAN8P5,String,String,None,IN,1,1,High historical success rate for Flipkart,0.85,2026-09-10T16:42:07.227343+00:00,6344,200,https://www.flipkart.com/aesthetic-enterprise-embroidered-kurta-trouser-pant-dupatta-set/p/itm9f70fe8b7a6a8?pid=SWDHKMTFX3YAN8P5,BLOCK_PAGE,1400217,328,1400217,False,ERR_BLOCK,None,"AESTHETIC ENTERPRISE Embroidered Kurta, Trouser/Pant & Dupatta Se...more",SWDHKMTFX3YAN8P5,,InStock,True,True,True,False,cost_unavailable,,0.0,ACQUISITION_FAILED,0.0,False
N02-023,Flipkart,https://www.flipkart.com/aesthetic-enterprise-embroidered-kurta-trouser-pant-dupatta-set/p/itm9f70fe8b7a6a8?pid=SWDHKMTFX3YAN8P5&lid=LSTSWDHKMTFX3YAN8P5XF05IP&marketplace=FLIPKART&store=clo%2Fcfv%2Fitg%2Ftys&srno=b_1_4&otracker=browse&fm=organic&iid=fc19e03c-e4ad-4dbc-ad21-aae4eda08ecc.SWDHKMTFX3YAN8P5.SEARCH&ppt=browse&ppn=browse&ssid=1w57rd16v40000001789057609377&ov_redirect=true,https://www.flipkart.com/aesthetic-enterprise-embroidered-kurta-trouser-pant-dupatta-set/p/itm9f70fe8b7a6a8?pid=SWDHKMTFX3YAN8P5,Scrapfly,Scrapfly,None,IN,2,2,Alternative API scraper fallback,0.5,2026-09-10T16:42:13.676084+00:00,7281,200,https://www.flipkart.com/aesthetic-enterprise-embroidered-kurta-trouser-pant-dupatta-set/p/itm9f70fe8b7a6a8?pid=SWDHKMTFX3YAN8P5,BLOCK_PAGE,1396825,328,1396825,False,ERR_BLOCK,None,"AESTHETIC ENTERPRISE Embroidered Kurta, Trouser/Pant & Dupatta Se...more",SWDHKMTFX3YAN8P5,,InStock,True,True,True,False,cost_unavailable,,0.0,ACQUISITION_FAILED,0.0,True
N02-023,Flipkart,https://www.flipkart.com/aesthetic-enterprise-embroidered-kurta-trouser-pant-dupatta-set/p/itm9f70fe8b7a6a8?pid=SWDHKMTFX3YAN8P5&lid=LSTSWDHKMTFX3YAN8P5XF05IP&marketplace=FLIPKART&store=clo%2Fcfv%2Fitg%2Ftys&srno=b_1_4&otracker=browse&fm=organic&iid=fc19e03c-e4ad-4dbc-ad21-aae4eda08ecc.SWDHKMTFX3YAN8P5.SEARCH&ppt=browse&ppn=browse&ssid=1w57rd16v40000001789057609377&ov_redirect=true,https://www.flipkart.com/aesthetic-enterprise-embroidered-kurta-trouser-pant-dupatta-set/p/itm9f70fe8b7a6a8?pid=SWDHKMTFX3YAN8P5,GeoNode Res,Donut (Residential),Residential,IN,3,3,Residential browser rendering fallback,0.5,2026-09-10T16:42:21.039828+00:00,11582,200,https://www.flipkart.com/aesthetic-enterprise-embroidered-kurta-trouser-pant-dupatta-set/p/itm9f70fe8b7a6a8?pid=SWDHKMTFX3YAN8P5,VALIDATION_FAILED,687561,27573,12311960,False,NONE,None,"AESTHETIC ENTERPRISE Embroidered Kurta, Trouser/Pant & Dupatta Se...more",SWDHKMTFX3YAN8P5,,InStock,True,True,True,False,estimated_browser_bandwidth_cost,0.57,0.007033533809999999,VALIDATION_FAILED,0.007033533809999999,True
N02-024,Flipkart,https://www.flipkart.com/berrylicious-women-kurta-pant-dupatta-set/p/itm4071dd3b0d855?pid=ETHHPWWPHRGMYQGV&lid=LSTETHHPWWPHRGMYQGV4KO3MZ&marketplace=FLIPKART&store=clo%2Fcfv%2Fitg%2Ftys&srno=b_1_5&otracker=browse&fm=organic&iid=en_858HBdHbY_oM_kRSUWymPugSiog6mNS5bDdc90d-TrcXRpk0BIQP4nI4ZcrAVjTMIn_6cdQhJPNqNkj-v2dChjmQQ_7gR10YFSudjE300_2S-jdJScwbxIVJ6dcuMp&ppt=browse&ppn=browse&ssid=1w57rd16v40000001789057609377&ov_redirect=true,https://www.flipkart.com/berrylicious-women-kurta-pant-dupatta-set/p/itm4071dd3b0d855?pid=ETHHPWWPHRGMYQGV,String,String,None,IN,1,1,High historical success rate for Flipkart,0.85,2026-09-10T16:42:07.841787+00:00,5909,200,https://www.flipkart.com/berrylicious-women-kurta-pant-dupatta-set/p/itm4071dd3b0d855?pid=ETHHPWWPHRGMYQGV,BLOCK_PAGE,1206972,306,1206972,False,ERR_BLOCK,None,berrylicious Women Silk Blend Kurta Pant Dupatta Set,ETHHPWWPHRGMYQGV,,InStock,True,True,True,False,cost_unavailable,,0.0,ACQUISITION_FAILED,0.0,False
N02-024,Flipkart,https://www.flipkart.com/berrylicious-women-kurta-pant-dupatta-set/p/itm4071dd3b0d855?pid=ETHHPWWPHRGMYQGV&lid=LSTETHHPWWPHRGMYQGV4KO3MZ&marketplace=FLIPKART&store=clo%2Fcfv%2Fitg%2Ftys&srno=b_1_5&otracker=browse&fm=organic&iid=en_858HBdHbY_oM_kRSUWymPugSiog6mNS5bDdc90d-TrcXRpk0BIQP4nI4ZcrAVjTMIn_6cdQhJPNqNkj-v2dChjmQQ_7gR10YFSudjE300_2S-jdJScwbxIVJ6dcuMp&ppt=browse&ppn=browse&ssid=1w57rd16v40000001789057609377&ov_redirect=true,https://www.flipkart.com/berrylicious-women-kurta-pant-dupatta-set/p/itm4071dd3b0d855?pid=ETHHPWWPHRGMYQGV,Scrapfly,Scrapfly,None,IN,2,2,Alternative API scraper fallback,0.5,2026-09-10T16:42:13.809914+00:00,4346,200,https://www.flipkart.com/berrylicious-women-kurta-pant-dupatta-set/p/itm4071dd3b0d855?pid=ETHHPWWPHRGMYQGV,BLOCK_PAGE,1206872,306,1206872,False,ERR_BLOCK,None,berrylicious Women Silk Blend Kurta Pant Dupatta Set,ETHHPWWPHRGMYQGV,,InStock,True,True,True,False,cost_unavailable,,0.0,ACQUISITION_FAILED,0.0,True
N02-024,Flipkart,https://www.flipkart.com/berrylicious-women-kurta-pant-dupatta-set/p/itm4071dd3b0d855?pid=ETHHPWWPHRGMYQGV&lid=LSTETHHPWWPHRGMYQGV4KO3MZ&marketplace=FLIPKART&store=clo%2Fcfv%2Fitg%2Ftys&srno=b_1_5&otracker=browse&fm=organic&iid=en_858HBdHbY_oM_kRSUWymPugSiog6mNS5bDdc90d-TrcXRpk0BIQP4nI4ZcrAVjTMIn_6cdQhJPNqNkj-v2dChjmQQ_7gR10YFSudjE300_2S-jdJScwbxIVJ6dcuMp&ppt=browse&ppn=browse&ssid=1w57rd16v40000001789057609377&ov_redirect=true,https://www.flipkart.com/berrylicious-women-kurta-pant-dupatta-set/p/itm4071dd3b0d855?pid=ETHHPWWPHRGMYQGV,GeoNode Res,Donut (Residential),Residential,IN,3,3,Residential browser rendering fallback,0.5,2026-09-10T16:42:18.222983+00:00,17747,200,https://www.flipkart.com/berrylicious-women-kurta-pant-dupatta-set/p/itm4071dd3b0d855?pid=ETHHPWWPHRGMYQGV,VALIDATION_FAILED,631437,22278,12177734,False,NONE,None,berrylicious Women Silk Blend Kurta Pant Dupatta Set,ETHHPWWPHRGMYQGV,,InStock,True,True,True,False,estimated_browser_bandwidth_cost,0.57,0.006954006839999999,VALIDATION_FAILED,0.006954006839999999,True
